1511909822	297	2733	374	
1511909832	793	7962	1876
1511909842	1331	13023	3381
1511909852	1872	18184	4793
1511909862	2438	22696	6236
1511909872	3037	27921	7556
1511909882	3601	32907	9011
1511909892	4209	38078	10450
1511909902	4820	43182	11899
1511909912	5301	47952	13355
1511909922	5825	53371	14683
1511909932	6393	58583	16118
1511909942	7041	63345	17344
1511909952	7588	68464	18978
1511909962	8056	73468	20596
1511909972	8688	79044	22153
1511909982	9335	83694	23466
1511909992	10083	88787	25082
1511910002	10615	93467	26713
1511910012	11255	98474	28291
1511910022	11852	103946	29827
1511910032	12423	108764	31380
1511910042	12995	114283	32957
1511910052	13576	118944	34542
1511910062	14181	123777	36125
1511910072	14766	128964	37618
1511910082	15341	134632	39099
1511910092	15895	139211	40905
1511910102	16563	144233	42345
1511910112	17085	149344	44090
1511910122	17713	153845	45281
1511910132	18385	159464	46834
1511910142	19042	164400	48357
1511910152	19621	169986	49699
1511910162	20151	174421	51125
1511910172	20728	179172	52551
1511910182	21358	184409	54241
1511910192	21910	189087	55413
1511910202	22496	194862	56903
1511910212	23078	200134	58390
1511910222	23637	204632	59982
1511910232	24244	209819	61527
1511910242	24806	215179	63190
1511910252	25370	219946	64344
1511910262	25943	225146	65830
1511910272	26486	229751	67334
1511910282	27054	234540	68557
1511910292	27644	240083	70168
1511910302	28164	245275	71370
1511910312	28704	250258	72804
1511910322	29307	255476	74416
1511910332	29815	260771	76085
1511910342	30384	265476	77603
1511910352	30899	271084	79176
1511910362	31489	276137	80551
1511910372	32026	281011	82019
1511910382	32567	285262	83704
1511910392	33176	290714	85139
1511910402	33698	296094	86986
1511910412	34267	300860	88498
1511910422	34823	304728	89724
1511910432	35494	309910	91512
1511910442	35912	314187	93057
1511910452	36592	318092	94527
1511910462	37168	323282	96129
1511910472	37799	328510	97398
1511910482	38455	333230	98960
1511910492	39095	338340	100622
1511910502	39689	342930	101963
1511910512	40276	347549	103721
1511910522	40857	352176	105100
1511910532	41511	357498	106490
1511910542	42137	362388	108177
1511910552	42711	368049	109846
1511910562	43264	373786	111241
1511910572	43870	378315	112726
1511910582	44420	383123	114039
1511910592	44994	388600	115733
1511910602	45587	393462	117097
1511910612	46211	398408	118574
1511910622	46769	403454	120312
1511910632	47376	408511	121880
1511910642	47947	413759	123491
1511910652	48527	418863	125049
1511910662	49198	423601	126484
1511910672	49799	428084	127969
1511910682	50451	432962	129385
1511910692	50981	437744	130690
1511910702	51561	442970	132142
1511910712	52077	447802	133902
1511910722	52649	452342	135235
1511910732	53205	457279	136787
1511910742	53877	462154	138361
1511910752	54563	466585	139871
1511910762	55223	472040	141446
1511910772	55759	476612	142950
1511910782	56275	481671	144355
1511910792	56951	486179	146048
1511910802	57585	491275	147689
1511910812	58091	496021	149208
1511910822	58746	500731	150833
1511910832	59354	506181	152308
1511910842	59971	511092	153937
1511910852	60533	516064	155538
1511910862	61136	521309	156805
1511910872	61754	527191	158023
1511910882	62249	532337	159570
1511910892	62862	537861	160868
1511910902	63533	542354	162340
1511910912	64152	546844	163862
1511910922	64767	551919	165472
1511910932	65347	556941	167184
1511910942	65881	561832	168479
1511910952	66386	566653	169999
1511910962	66990	570820	171559
1511910972	67569	575526	173099
1511910982	68123	580263	174731
1511910992	68712	585658	176072
1511911002	69280	590637	177611
1511911012	69930	596502	179267
1511911022	70555	601270	180579
1511911032	71195	606738	182037
1511911042	71905	611940	183481
1511911052	72512	616164	185009
1511911062	73030	621495	186484
1511911072	73525	625745	188094
1511911082	74077	629518	189469
1511911092	74619	634596	191049
1511911102	75221	639784	192478
1511911112	75779	644719	193793
1511911122	76441	650033	195326
1511911132	76958	654813	196837
1511911142	77595	659807	198438
1511911152	78222	664159	200150
1511911162	78698	668840	201363
1511911172	79253	674246	202732
1511911182	79781	679155	204157
1511911192	80236	684216	205582
1511911202	80863	689080	206841
1511911212	81491	693846	208164
1511911222	82115	698862	209666
1511911232	82675	703708	211298
1511911242	83287	708958	212965
1511911252	83886	714385	214527
1511911262	84418	719306	215889
1511911272	84988	724608	217480
1511911282	85629	730189	219038
1511911292	86180	734542	220480
1511911302	86731	739966	221969
1511911312	87301	744413	223481
1511911322	87924	748947	224905
1511911332	88513	753691	226336
1511911342	89148	758467	227614
1511911352	89755	763761	228949
1511911362	90269	768760	230302
1511911372	90778	773061	231829
1511911382	91285	777574	233163
1511911392	91900	782031	234828
1511911402	92495	786734	236244
1511911412	93092	791960	237561
1511911422	93589	797240	238913
1511911432	94304	802432	240438
1511911442	94926	807723	241759
1511911452	95511	812968	243329
1511911462	96081	816970	245025
1511911472	96740	821482	246489
1511911482	97311	825695	247994
1511911492	97864	830938	249709
1511911502	98373	836316	251064
1511911512	98951	842318	252474
1511911522	99561	847229	253797
1511911532	100223	851818	255278
1511911542	100789	856592	256611
1511911552	101517	861430	258034
1511911562	102040	865737	259534
1511911572	102675	870357	261292
1511911582	103243	874648	262895
1511911592	103837	880253	264488
1511911602	104470	885255	265970
1511911612	105071	889473	267417
1511911622	105596	894642	268754
1511911632	106180	899527	270247
1511911642	106827	904496	271708
1511911652	107438	910008	273228
1511911662	107905	915288	274621
1511911672	108562	919873	276235
1511911682	109073	925094	277509
1511911692	109642	930062	278868
1511911702	110299	934970	280302
1511911712	110936	939740	281753
1511911722	111633	945413	283260
1511911732	112199	950817	284696
1511911742	112773	956047	286312
1511911752	113344	960703	287751
1511911762	113757	965380	289457
1511911772	114352	970734	290922
1511911782	115002	975598	292550
1511911792	115560	980368	293948
1511911802	116077	985765	295398
1511911812	116679	991213	296946
1511911822	117265	996683	298312
1511911832	117858	1001734	299766
1511911842	118487	1006523	301003
1511911852	119095	1011341	302632
1511911862	119594	1016470	304083
1511911872	120236	1021692	305578
1511911882	120737	1026417	307136
1511911892	121276	1031824	308648
1511911902	121856	1036756	310125
1511911912	122347	1041761	311669
1511911922	122894	1046900	312998
1511911932	123514	1051754	314452
1511911942	124002	1056672	316018
1511911952	124586	1061313	317651
1511911962	125235	1066285	319260
1511911972	125884	1071010	320806
1511911982	126496	1075546	322574
1511911992	127142	1080874	324216
1511912002	127694	1085367	325792
1511912012	128209	1089967	327306
1511912022	128790	1094463	328652
1511912032	129377	1099591	330142
1511912042	130001	1104864	331499
1511912052	130628	1109925	333003
1511912062	131331	1115358	334480
1511912072	131863	1120617	335947
1511912082	132452	1125629	337304
1511912092	132997	1129860	338631
1511912102	133591	1134926	340071
1511912112	134160	1139753	341458
1511912122	134720	1145215	342998
1511912132	135346	1150134	344498
1511912142	135919	1155097	345688
1511912152	136582	1159639	347398
1511912162	137143	1164631	349057
1511912172	137721	1169642	350642
1511912182	138321	1174995	352323
1511912192	138975	1179439	353893
1511912202	139644	1184669	355260
1511912212	140173	1190120	356588
1511912222	140831	1196354	358186
1511912232	141375	1200943	359830
1511912242	141890	1205548	361226
1511912252	142587	1210741	362667
1511912262	143274	1215264	364076
1511912272	143800	1219956	365595
1511912282	144414	1224892	367066
1511912292	145060	1229918	368334
1511912302	145608	1234677	369869
1511912312	146228	1240198	371329
1511912322	146783	1244824	372644
1511912332	147283	1250262	374002
1511912342	147893	1255433	375261
1511912352	148404	1260718	376674
1511912362	148955	1265724	378154
1511912372	149510	1270184	379242
1511912382	150135	1274490	380554
1511912392	150609	1279338	382049
1511912402	151211	1284391	383594
1511912412	151833	1289995	384911
1511912422	152399	1294464	386316
1511912432	152986	1299648	387754
1511912442	153538	1304213	389358
1511912452	154208	1308658	390892
1511912462	154778	1314234	392395
1511912472	155308	1318724	393812
1511912482	155852	1324560	395137
1511912492	156493	1330271	396830
1511912502	156994	1334805	398255
1511912512	157676	1339284	399762
1511912522	158174	1343669	401252
1511912532	158799	1348108	402757
1511912542	159379	1353154	404207
1511912552	159906	1358445	405789
1511912562	160505	1364144	407340
1511912572	161162	1368788	409095
1511912582	161703	1374521	410522
1511912592	162329	1379429	412074
