1511912602	162850	1384520	413497
1511912612	163459	1389607	414876
1511912622	164092	1395007	416360
1511912632	164763	1399523	417833
1511912642	165419	1404906	419185
1511912652	165991	1409766	420612
1511912662	166583	1414398	422083
1511912672	167211	1419346	423396
1511912682	167787	1424244	424996
1511912692	168429	1429212	426684
1511912702	169000	1434489	428232
1511912712	169564	1439948	429653
1511912722	170140	1445745	431159
1511912732	170691	1450494	432823
1511912742	171235	1456207	434222
1511912752	171732	1461512	435762
1511912762	172335	1466102	437180
1511912772	172946	1470838	438681
1511912782	173514	1475479	440022
1511912792	174065	1480547	441349
1511912802	174701	1485343	442829
1511912812	175296	1490100	444375
1511912822	175802	1495037	445912
1511912832	176388	1499552	447588
1511912842	177062	1504024	449121
1511912852	177645	1508587	450733
1511912862	178242	1513913	452145
1511912872	178797	1519047	453466
1511912882	179354	1523799	454906
1511912892	179862	1528833	456251
1511912902	180378	1534358	457542
1511912912	180956	1539437	458927
1511912922	181534	1544113	460567
1511912932	182214	1548628	462309
1511912942	182793	1553809	463895
1511912952	183361	1558850	465192
1511912962	183953	1563383	466513
1511912972	184404	1568570	467984
1511912982	185001	1574052	469615
1511912992	185544	1578521	471164
1511913002	186109	1583785	472641
1511913012	186729	1588311	474238
1511913022	187371	1593521	475631
1511913032	188021	1597819	477104
1511913042	188652	1602767	478545
1511913052	189332	1607638	480251
1511913062	189869	1611726	481493
1511913072	190276	1617044	483160
1511913082	190828	1622496	484948
1511913092	191422	1627422	486400
1511913102	191999	1632119	487697
1511913112	192481	1636730	489098
1511913122	193071	1641477	490389
1511913132	193605	1646285	492021
1511913142	194200	1650768	493427
1511913152	194847	1656545	495039
1511913162	195450	1660983	496486
1511913172	196061	1665969	498075
1511913182	196644	1670382	499397
1511913192	197210	1674786	500690
1511913202	197757	1680131	502062
1511913212	198419	1684636	503631
1511913222	198961	1690040	505192
1511913232	199638	1694453	506986
1511913242	200305	1698347	508458
1511913252	200882	1702759	510047
1511913262	201408	1708329	511369
1511913272	202036	1712995	512879
1511913282	202678	1718220	514304
1511913292	203231	1722687	515653
1511913302	203838	1728185	517123
1511913312	204292	1732941	518615
1511913322	204815	1738420	520174
1511913332	205453	1743502	521440
1511913342	206049	1747656	522873
1511913352	206629	1753290	524372
1511913362	207149	1758247	526178
1511913372	207698	1762955	527541
1511913382	208162	1768021	528911
1511913392	208848	1772856	530242
1511913402	209414	1777462	531739
1511913412	210033	1782667	533075
1511913422	210581	1787789	534402
1511913432	211191	1793100	535749
1511913442	211750	1798636	537010
1511913452	212393	1802919	538567
1511913462	212945	1807523	540235
1511913472	213536	1812829	541750
1511913482	214134	1818376	543110
1511913492	214716	1823201	544633
1511913502	215331	1827307	546208
1511913512	215839	1832380	547672
1511913522	216433	1837426	549110
1511913532	217014	1843143	550451
1511913542	217742	1847779	551971
1511913552	218261	1852676	553575
